sNo	Company Name	Full Company Name	sc Performance	sc Valuation	sc Growth	sc Profitability	sc Entry Point	sc Red Flags	Income Statements	2019 Total Revenue	2019 EBITDA	2019 Net Income	2019 PBT	2020 Total Revenue	2020 EBITDA	2020 Net Income	2020 PBT	2021 Total Revenue	2021 EBITDA	2021 Net Income	2021 PBT	2022 Total Revenue	2022 EBITDA	2022 Net Income	2022 PBT	PE Ratio
106	M&MFIN	Mahindra and Mahindra Financial Services Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Good The stock is underpriced and is not in the overbought zone	 Low No red flag found	Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 9.75%, vs industry avg of 13.3%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 9.57% to 8.16%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 17.31%, vs industry avg of 18.24%	10,477.78	2,916.30	1,827.31	2,840.77	12,042.36	1,748.90	1,075.15	1,602.03	12,438.58	1,084.65	773.21	934.14	11,466.10	1,701.41	1,136.87	1,549.42	17.51
107	LTIM	LTIMindtree Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Avg Financials growth has been moderate for a few years	 High Showing good signs of profitability & efficiency	 Avg The stock is overpriced but is not in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 19.26%, vs industry avg of 9.9%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 1.71% to 2.61%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 18.8%, vs industry avg of 9.03%	9,748.10	2,185.60	1,515.90	2,027.80	11,207.80	2,358.50	1,520.10	2,002.90	12,644.20	2,999.50	1,936.10	2,588.20	16,135.40	3,525.10	2,296.80	3,097.40	36.72
108	LAURUSLABS	Laurus Labs Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Avg Financials growth has been moderate for a few years	 High Showing good signs of profitability & efficiency	 Avg The stock is overpriced but is not in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 20.64%, vs industry avg of 7.66%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 1% to 1.66%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 34.18%, vs industry avg of 4.09%	2,308.07	372.14	93.77	119.76	2,837.64	570.47	255.27	293.61	4,837.17	1,574.34	983.58	1,301.11	4,950.87	1,437.73	827.52	1,083.85	23.22
109	LICHSGFIN	LIC Housing Finance Ltd	 Low Hasn't faired well - amongst the low performers	 Avg Can be considered moderately valued vs the market	 Low Lagging behind the market in financials growth	 Avg Average profitability - not good, not bad	 Good The stock is underpriced and is not in the overbought zone	 Low No red flag found	Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 7.25%, vs industry avg of 14.47%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 13.26% to 10.73%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 3.31%, vs industry avg of 6.14%	17,398.46	3,403.67	2,433.95	3,391.75	19,706.88	3,333.29	2,403.26	3,282.18	19,880.22	3,417.60	2,740.72	3,365.13	20,005.31	2,842.44	2,285.65	2,787.25	7.10
110	M&M	Mahindra and Mahindra Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 High Strong financials and growth story over the years	 High Showing good signs of profitability & efficiency	BadThe stock is overpriced and in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 1.73%, vs industry avg of 1.68%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 19.89% to 19.95%	1,07,742.09	17,882.96	5,315.46	8,870.84	77,712.66	11,042.44	127.04	1,654.61	77,077.15	12,638.53	1,812.49	3,158.20	93,545.23	17,887.32	6,577.32	9,361.77	16.42
111	LTTS	L&T Technology Services Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 High Strong financials and growth story over the years	 High Showing good signs of profitability & efficiency	BadThe stock is overpriced and in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 15.25%, vs industry avg of 12.67%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 14.09% to 15.65%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 17.63%, vs industry avg of 21.28%	5,301.10	1,137.50	765.60	1,031.40	5,828.20	1,319.60	818.60	1,100.20	5,603.40	1,161.10	663.30	897.30	6,722.10	1,567.30	957.00	1,309.20	34.69
112	L&TFH	L&T Finance Holdings Ltd	 Low Hasn't faired well - amongst the low performers	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Avg The stock is underpriced but is in the overbought zone	 Low No red flag found	Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 7.88%, vs industry avg of 10%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 11.29% to 10.14%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 0.53%, vs industry avg of -17.89%	13,368.82	3,101.60	2,226.30	3,051.98	14,476.75	2,761.67	1,700.17	2,680.08	14,189.59	1,557.65	970.94	1,471.99	12,523.56	1,525.50	1,070.11	1,422.86	16.31
113	LUPIN	Lupin Ltd	 Low Hasn't faired well - amongst the low performers	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Avg The stock is underpriced but is in the overbought zone	 Low No red flag found	Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of -1.01%, vs industry avg of 7.66%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 9.04% to 5.56%	15,095.78	2,651.96	606.55	1,503.42	15,992.56	2,220.53	-269.39	887.33	15,300.58	2,704.50	1,216.53	1,676.45	16,615.93	429.27	-1,528.04	-1,372.21	86.94
114	POONAWALLA	Poonawalla Fincorp Ltd	 Low Hasn't faired well - amongst the low performers	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Avg The stock is underpriced but is in the overbought zone	 Low No red flag found	Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of -4.47%, vs industry avg of 13.3%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 3.41% to 1.45%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 78.92%, vs industry avg of 18.24%	2,495.37	492.83	304.02	442.37	2,562.87	156.57	27.05	81.78	2,357.96	-692.52	-558.96	-748.77	2,042.53	546.23	375.12	491.68	38.96
115	MARICO	Marico Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Avg The stock is overpriced but is not in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 12.1%, vs industry avg of 7.56%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 16.98% to 20.88%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 8.93%, vs industry avg of 8.06%	8,044.00	1,428.00	1,114.00	1,257.00	8,181.00	1,564.00	1,021.00	1,374.00	8,956.00	1,696.00	1,172.00	1,523.00	10,647.00	1,779.00	1,225.00	1,601.00	53.85
116	MAXHEALTH	Max Healthcare Institute Ltd	 Low Hasn't faired well - amongst the low performers	 High Seems to be overvalued vs the market average	 Avg Financials growth has been moderate for a few years	 High Showing good signs of profitability & efficiency	 Avg The stock is overpriced but is not in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 19.47%, vs industry avg of 12.6%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 5.88% to 7.45%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 107.34%, vs industry avg of 28.13%	1,748.07	212.23	-3.01	8.32	1,107.11	141.66	58.99	12.78	2,619.41	284.90	-137.55	-68.65	4,058.82	1,060.89	605.05	738.90	46.12
117	MCDOWELL-N	United Spirits Ltd	 Low Hasn't faired well - amongst the low performers	 High Seems to be overvalued vs the market average	 Avg Financials growth has been moderate for a few years	 High Showing good signs of profitability & efficiency	 Avg The stock is overpriced but is not in the overbought zone	 Low No red flag found	Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 1.78%, vs industry avg of 4.22%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 40.45% to 39.66%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 52.61%, vs industry avg of 79.06%	9,413.00	1,463.60	700.20	1,011.70	9,442.30	1,657.60	658.90	1,160.30	8,204.20	1,026.70	383.60	540.00	9,748.40	1,478.40	828.60	1,086.60	55.50
118	MARUTI	Maruti Suzuki India Ltd	 Low Hasn't faired well - amongst the low performers	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	BadThe stock is overpriced and in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 5.05%, vs industry avg of 1.68%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 16.35% to 19.24%	88,785.80	13,720.50	7,649.10	10,623.80	79,112.80	10,765.40	5,676.00	7,102.80	73,477.30	8,456.90	4,389.10	5,321.00	90,236.40	7,612.80	3,879.50	4,697.20	35.81
119	MOTHERSON	Samvardhana Motherson International Ltd	 Low Hasn't faired well - amongst the low performers	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	BadThe stock is overpriced and in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 8.51%, vs industry avg of 7.63%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 25.11% to 27.26%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -10.88%, vs industry avg of -1.9%	63,856.20	5,681.70	1,613.10	3,200.30	61,371.30	5,296.40	1,170.10	1,982.60	58,010.80	4,937.50	1,039.20	1,500.00	64,411.90	5,289.20	873.80	1,788.40	36.43
120	MFSL	Max Financial Services Ltd	 Low Hasn't faired well - amongst the low performers	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	BadThe stock is overpriced and in the overbought zone	 Low No red flag found	Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 15.39%, vs industry avg of 16.26%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 7.55% to 2.7%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -8.51%, vs industry avg of -0.88%	19,513.26	482.57	262.54	480.82	18,241.76	453.85	144.99	442.48	31,288.02	598.21	425.38	592.89	31,187.59	393.67	253.39	388.67	62.47
121	MPHASIS	Mphasis Ltd	 Low Hasn't faired well - amongst the low performers	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	BadThe stock is overpriced and in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 13.92%, vs industry avg of 9.9%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 1.61% to 1.96%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 12.57%, vs industry avg of 9.03%	7,907.69	1,500.54	1,073.35	1,407.33	9,021.36	1,828.21	1,184.84	1,515.39	9,855.26	1,935.81	1,216.80	1,630.60	12,121.89	2,278.05	1,430.88	1,912.90	22.03
122	MRF	MRF Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Avg The stock is overpriced but is not in the overbought zone	 Low No red flag found	Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 7.39%, vs industry avg of 8.65%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 25.64% to 24.26%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -14.75%, vs industry avg of -5.59%	16,484.19	2,733.18	1,130.60	1,652.18	16,574.74	2,717.40	1,422.56	1,434.25	16,373.13	3,159.25	1,277.06	1,736.84	19,633.71	2,375.78	669.23	907.93	53.30
123	NHPC	NHPC Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Good The stock is underpriced and is not in the overbought zone	 Low No red flag found	Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of -1.28%, vs industry avg of 4.03%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 51.76% to 39.33%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 3.07%, vs industry avg of 9.69%	10,760.19	6,713.52	2,595.61	4,159.41	10,942.11	5,756.66	2,884.92	3,265.51	10,947.35	6,363.74	3,271.78	4,494.74	10,213.67	4,993.88	3,523.57	3,217.35	11.50
124	NAVINFLUOR	Navin Fluorine International Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Good The stock is underpriced and is not in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 13.36%, vs industry avg of 8.74%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 1.7% to 1.8%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 14.01%, vs industry avg of 15.42%	1,030.34	252.76	149.10	224.42	1,094.88	296.81	408.59	257.81	1,273.94	403.84	257.52	357.83	1,492.58	394.03	263.07	344.23	61.14
125	MUTHOOTFIN	Muthoot Finance Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Good The stock is underpriced and is not in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 15.56%, vs industry avg of 13.3%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 7.89% to 8.71%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 27.34%, vs industry avg of 18.24%	7,601.05	3,311.23	2,078.02	3,259.54	9,707.27	4,319.63	3,138.24	4,260.39	11,570.19	5,198.83	3,804.39	5,131.47	12,237.46	5,480.18	4,016.61	5,410.18	12.52
126	NESTLEIND	Nestle India Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Avg The stock is overpriced but is not in the overbought zone	 Low No red flag found	Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 11.46%, vs industry avg of 12.59%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 14.41% to 15.48%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 14.3%, vs industry avg of 10.12%	12,615.78	3,172.76	1,968.44	2,673.49	13,495.88	3,347.35	2,082.43	2,812.79	15,307.07	3,450.02	2,118.41	2,857.32	17,524.38	3,813.55	2,390.52	3,255.97	82.34
127	NAUKRI	Info Edge (India) Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Avg The stock is not in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 73.82%, vs industry avg of 35.14%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 14.45% to 50.1%	1,887.82	745.63	603.65	716.48	1,598.50	-63.95	-237.61	-125.76	2,711.51	1,657.96	1,416.30	1,602.29	15,399.46	14,256.45	12,759.56	14,200.11	-494.37
128	OIL	Oil India Ltd	 Low Hasn't faired well - amongst the low performers	 High Seems to be overvalued vs the market average	 Avg Financials growth has been moderate for a few years	 High Showing good signs of profitability & efficiency	 Good The stock is underpriced and is not in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 18.73%, vs industry avg of 11.45%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 3.75% to 5.15%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 28.63%, vs industry avg of 14.48%	16,058.17	6,841.45	3,237.80	4,677.19	20,989.25	7,462.42	4,701.11	5,030.03	19,249.79	6,873.24	3,527.84	4,368.64	27,160.04	11,754.82	5,621.63	8,990.22	3.16
129	OFSS	Oracle Financial Services Software Ltd	 Low Hasn't faired well - amongst the low performers	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Avg The stock is overpriced but is not in the overbought zone	 Low No red flag found	Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 3.17%, vs industry avg of 12.67%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 19.53% to 12.47%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 9.77%, vs industry avg of 21.28%	5,134.99	2,320.70	1,385.89	2,266.98	5,038.62	2,406.03	1,462.21	2,252.28	5,115.91	2,600.58	1,761.86	2,477.34	5,355.80	2,633.28	1,888.83	2,528.28	17.01
130	NMDC	NMDC Ltd	 Low Hasn't faired well - amongst the low performers	 Avg Can be considered moderately valued vs the market	 Avg Financials growth has been moderate for a few years	 High Showing good signs of profitability & efficiency	 Avg The stock is not in the overbought zone	 Low No red flag found	Matching Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 22.26%, vs industry avg of 22.26%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 99.98% to 100%Matching Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 29.82%, vs industry avg of 29.82%	12,741.63	7,512.96	4,617.95	7,193.60	12,390.97	6,419.05	3,572.96	6,114.24	15,722.06	9,141.27	6,276.64	8,895.92	26,600.25	13,300.36	9,379.05	12,973.56	5.78
131	ONGC	Oil and Natural Gas Corporation Ltd	 Low Hasn't faired well - amongst the low performers	 Low Undervalued compared to the market average	 Avg Financials growth has been moderate for a few years	 High Showing good signs of profitability & efficiency	 Good The stock is underpriced and is not in the overbought zone	 Low No red flag found	Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 11.12%, vs industry avg of 11.45%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 96.15% to 94.76%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 13.27%, vs industry avg of 14.48%	4,32,783.97	84,386.09	30,546.04	54,845.66	4,06,772.74	53,086.67	10,803.60	18,962.45	3,15,162.69	60,743.94	16,304.39	30,126.44	5,00,171.36	86,670.31	45,522.12	54,091.11	5.45
132	OBEROIRLTY	Oberoi Realty Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Avg Financials growth has been moderate for a few years	 High Showing good signs of profitability & efficiency	 Avg The stock is overpriced but is not in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 20.77%, vs industry avg of 1.17%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 2.04% to 4.56%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 22.56%, vs industry avg of 9.43%	2,668.24	1,241.03	816.94	1,177.63	2,291.89	1,102.22	689.32	968.88	2,093.84	1,041.66	739.30	924.43	2,992.02	1,479.38	1,047.09	1,353.57	18.81
133	NTPC	NTPC Ltd	 Avg Price return has been average, nothing exciting	 Avg Can be considered moderately valued vs the market	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Good The stock is underpriced and is not in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 10.45%, vs industry avg of 8.04%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 60.15% to 65.73%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 9.24%, vs industry avg of 27.32%	1,03,278.94	25,528.23	13,736.68	11,254.55	1,17,721.80	39,794.69	11,600.23	21,249.52	1,18,213.84	39,064.45	14,634.63	17,389.93	1,37,580.05	45,170.90	16,675.90	22,007.39	10.06
134	PAGEIND	Page Industries Ltd	 Low Hasn't faired well - amongst the low performers	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Avg The stock is overpriced but is not in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 12.66%, vs industry avg of 7.79%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 5.6% to 6.81%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 15.04%, vs industry avg of 29%	2,888.63	654.31	393.94	606.03	2,970.18	557.75	343.21	462.00	2,852.43	546.65	340.57	453.41	3,907.45	807.85	536.54	708.78	75.75
135	PFC	Power Finance Corporation Ltd	 Avg Price return has been average, nothing exciting	 High Seems to be overvalued vs the market average	 Low Lagging behind the market in financials growth	 High Showing good signs of profitability & efficiency	 Avg The stock is underpriced but is in the overbought zone	 Low No red flag found	Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 22.56%, vs industry avg of 15.86%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 34% to 45.03%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 44.35%, vs industry avg of 21.48%	54,201.08	17,877.52	9,920.86	17,862.03	62,296.79	14,117.10	7,122.13	14,092.67	71,706.91	19,916.19	11,747.83	19,890.73	76,344.92	23,416.99	14,014.79	23,382.22	3.23
