sNo,Company Name,Full Company Name,sc Performance,sc Valuation,sc Growth,sc Profitability,sc Entry Point,sc Red Flags,Income Statements,2019 Total Revenue,2019 EBITDA,2019 Net Income,2019 PBT,2020 Total Revenue,2020 EBITDA,2020 Net Income,2020 PBT,2021 Total Revenue,2021 EBITDA,2021 Net Income,2021 PBT,2022 Total Revenue,2022 EBITDA,2022 Net Income,2022 PBT,PE Ratio,Entry_point_Sentiment,Growth_Sentiment,Profitability_Sentiment,RedFlag_Sentiment,Performance_Sentiment,Valuation_Sentiment,Sentiment,News Sentiment Score
224.0,JUSTDIAL,Just Dial Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency,BadThe stock is overpriced and in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of -0.92%, vs industry avg of 35.14%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 11.99% to 2.5%",984.46,321.94,206.85,288.16,1092.82,412.63,272.31,351.65,824.70,304.37,214.16,254.64,769.11,120.00,70.83,83.29,39.21,0.0,0.0,2.0,2.0,1.0,0.0,0.8333333333333334,-0.6284
225.0,JBMA,JBM Auto Ltd, High The creamy layer - amongst the top performing stocks, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 15.91%, vs industry avg of 7.63%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 0.9% to 1.36%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 16.78%, vs industry avg of -1.9%",2233.85,284.49,98.10,150.26,1962.31,245.77,69.22,107.65,1994.01,209.15,49.28,78.04,3214.04,354.19,156.20,187.05,87.68,1.0,0.0,2.0,2.0,2.0,0.0,1.1666666666666667,0.0
226.0,JINDWORLD,Jindal Worldwide Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 16.66%, vs industry avg of 6.42%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 0.97% to 1.58%",2218.61,205.91,30.02,44.00,2205.58,145.67,28.50,39.22,1724.29,141.01,44.20,62.41,2561.41,222.73,109.21,146.39,58.38,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0
227.0,JSWENERGY,JSW Energy Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 0.61%, vs industry avg of 8.04%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 6.1% to 4.18%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 22.41%, vs industry avg of 27.32%",9537.49,3253.02,695.13,896.93,9219.40,3903.55,1099.92,1114.22,7176.80,3161.18,795.48,1098.59,8744.38,4146.23,1728.62,2238.27,29.02,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.9739
228.0,JUBLPHARMA,Jubilant Pharmova Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 0.85%, vs industry avg of 7.66%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 3.04% to 2.05%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -6.38%, vs industry avg of 4.09%",9146.56,1494.52,574.46,903.81,6233.67,1772.90,898.24,1233.35,6389.18,1665.88,835.87,1132.83,6141.45,1157.63,413.93,630.44,-93.73,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0
229.0,JYOTHYLAB,Jyothy Labs Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 5.52%, vs industry avg of 9.16%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 4.73% to 3.99%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -4.89%, vs industry avg of 14.08%",1841.24,308.82,205.09,243.03,1731.17,267.30,170.34,181.50,1927.57,309.45,199.45,234.63,2215.16,266.90,161.97,196.92,31.04,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0
230.0,JBCHEPHARM,J B Chemicals and Pharmaceuticals Ltd, High The creamy layer - amongst the top performing stocks, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 12.05%, vs industry avg of 7.66%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 0.72% to 0.82%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 15.92%, vs industry avg of 4.09%",1684.64,347.28,193.47,286.99,1825.40,418.24,272.04,348.89,2154.90,672.79,447.96,596.88,2463.47,582.69,385.37,504.91,40.79,1.0,0.0,2.0,2.0,2.0,0.0,1.1666666666666667,0.0
231.0,JKLAKSHMI,JK Lakshmi Cement Ltd, High The creamy layer - amongst the top performing stocks, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 12.46%, vs industry avg of 13.46%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 1.8% to 2%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 40.14%, vs industry avg of 19.17%",4375.36,512.62,51.25,48.83,4410.06,813.78,248.04,368.99,4800.08,973.35,405.38,556.06,5488.21,992.00,463.56,626.34,23.59,1.0,0.0,2.0,2.0,2.0,0.0,1.1666666666666667,0.9729
232.0,KPIL,Kalpataru Power Transmission Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Avg The stock has a moderate number of red flags,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 14.84%, vs industry avg of 3.79%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 16.23% to 30.13%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 23.71%, vs industry avg of -17.27%",10887.99,1458.48,466.75,761.26,12723.94,1590.63,389.59,647.69,13226.10,1850.41,671.02,945.25,15051.23,1569.18,540.30,696.41,19.71,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0
233.0,JMFINANCIL,JM Financial Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Avg The stock has a moderate number of red flags,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 9.79%, vs industry avg of 12.02%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 10.91% to 9.5%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 10.46%, vs industry avg of 11.66%",3499.49,1309.90,572.18,1282.79,3453.55,1134.56,544.98,1093.52,3226.63,1106.60,590.14,1066.85,3763.28,1385.82,773.16,1348.04,11.73,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.9794999999999999
234.0,KAJARIACER,Kajaria Ceramics Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 7.79%, vs industry avg of 4.78%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 35.36% to 40.41%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 8.32%, vs industry avg of 5.75%",2974.23,462.68,226.57,358.03,2832.16,440.05,255.33,312.45,2802.20,530.12,308.05,412.74,3732.76,638.26,376.98,510.17,58.30,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0
235.0,JINDALSTEL,Jindal Steel And Power Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is not in the overbought zone, Avg The stock has a moderate number of red flags,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 18.78%, vs industry avg of 17.33%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 5.96% to 6.77%",46981.42,6942.85,-1645.34,-2801.69,38123.42,6905.50,-109.17,-291.25,35110.91,11245.32,3633.56,6077.85,51216.00,13674.98,5753.05,9690.49,16.84,1.0,0.0,2.0,1.0,1.0,0.0,0.8333333333333334,0.7548999999999999
236.0,JKPAPER,JK Paper Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is not in the overbought zone, Avg The stock has a moderate number of red flags,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 8.42%, vs industry avg of 2.45%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 9.25% to 13.18%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 25.86%, vs industry avg of 4.9%",3542.26,918.12,427.28,666.04,3404.07,975.17,475.32,696.39,3111.77,673.06,239.95,370.21,4368.69,1121.63,542.60,796.70,4.61,1.0,0.0,2.0,1.0,1.0,0.0,0.8333333333333334,0.0
237.0,KENNAMET,Kennametal India Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 8.74%, vs industry avg of 9.13%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 1.2% to 1.15%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 36.17%, vs industry avg of 17.99%",955.70,155.70,90.40,127.20,717.60,78.40,33.90,42.10,860.60,136.70,73.30,98.50,1000.10,188.30,114.10,152.60,56.38,1.0,0.0,2.0,2.0,0.0,0.0,0.8333333333333334,0.0
238.0,KEI,KEI Industries Ltd, High The creamy layer - amongst the top performing stocks, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 16.82%, vs industry avg of 11.71%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 33.26% to 27.92%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 32.05%, vs industry avg of 9.32%",4238.17,447.74,180.84,278.18,4904.45,513.69,256.30,327.85,4201.70,475.63,269.55,360.51,5741.18,603.37,376.02,507.53,39.75,1.0,0.0,2.0,2.0,2.0,0.0,1.1666666666666667,0.0
239.0,KOTAKBANK,Kotak Mahindra Bank Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 11.68%, vs industry avg of 10.26%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 8.44% to 9.07%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 19.6%, vs industry avg of 17.6%",45979.11,11034.13,7204.12,10575.71,50365.74,11886.69,8593.36,11421.80,56407.51,13629.39,9990.21,13168.34,59051.01,16428.66,12089.40,15948.31,25.20,1.0,1.0,2.0,2.0,1.0,0.0,1.1666666666666667,0.8556
240.0,KPRMILL,KPR Mill Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 11.59%, vs industry avg of 6.42%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 2.32% to 3.04%",3420.91,648.65,334.87,468.58,3389.09,658.41,376.68,471.67,3572.94,868.40,515.26,688.86,4920.49,1305.93,841.84,1141.52,26.28,1.0,1.0,2.0,2.0,1.0,0.0,1.1666666666666667,0.0
241.0,KARURVYSYA,Karur Vysya Bank Ltd," Avg Price return has been average, nothing exciting", Avg Can be considered moderately valued vs the market, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of -0.15%, vs industry avg of 10.26%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 1.59% to 0.98%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 2.13%, vs industry avg of 17.6%",6778.59,423.45,210.87,322.23,7144.61,391.08,235.04,272.20,6389.26,658.51,359.39,534.37,6356.72,1050.08,673.25,930.90,7.94,2.0,1.0,2.0,2.0,1.0,1.0,1.5,0.0
242.0,KEC,KEC International Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 9.82%, vs industry avg of 5.76%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 3.23% to 4.14%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 1.73%, vs industry avg of -1.74%",11032.45,1268.11,495.77,752.84,11976.47,1340.55,565.52,790.27,13144.12,1268.92,552.72,755.91,13755.69,969.81,332.08,399.43,78.39,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.9063
243.0,KNRCON,KNR Constructions Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 16.45%, vs industry avg of 5.76%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 0.65% to 1.11%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 27.15%, vs industry avg of -1.74%",2368.93,612.33,270.51,292.36,2528.79,689.37,265.49,324.46,3047.93,842.90,407.38,519.79,3683.58,879.44,381.84,563.38,14.35,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0
244.0,KPITTECH,KPIT Technologies Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,Income statement not found,676.80,92.92,54.20,67.21,2184.49,308.48,147.58,180.61,2056.65,328.05,146.14,177.63,2477.40,483.56,274.24,344.55,80.87,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0
245.0,KRBL,KRBL Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 6.14%, vs industry avg of 8.4%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 5.41% to 5.4%",4135.64,865.03,503.02,732.99,4521.53,892.87,558.18,757.55,4014.56,844.90,558.91,749.36,4253.27,704.75,459.40,617.13,12.03,2.0,0.0,2.0,2.0,1.0,0.0,1.1666666666666667,0.0
246.0,LT,Larsen & Toubro Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency,BadThe stock is overpriced and in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 7.43%, vs industry avg of 5.76%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 41.64% to 47.82%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 7.49%, vs industry avg of -1.74%",137920.90,25566.43,8905.13,14304.67,148467.83,27568.57,9549.03,14085.52,147646.30,31571.49,11582.93,16917.70,158885.24,26690.59,8669.33,14507.66,31.44,0.0,0.0,2.0,2.0,1.0,0.0,0.8333333333333334,0.9660333333333333
247.0,LALPATHLAB,Dr. Lal PathLabs Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 17.89%, vs industry avg of 12.6%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 3.31% to 3.93%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 17.41%, vs industry avg of 28.13%",1249.37,339.61,199.18,300.55,1385.41,398.64,225.96,310.52,1632.60,487.61,291.62,394.41,2139.96,613.28,344.84,474.99,67.93,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0
248.0,LUXIND,Lux Industries Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 19.24%, vs industry avg of 7.79%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 2.5% to 4.03%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 41.61%, vs industry avg of 29%",1216.09,186.96,98.78,152.10,1674.18,275.24,177.65,239.05,1964.86,392.69,271.39,362.11,2312.92,490.27,339.67,455.92,31.63,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0
249.0,M&MFIN,Mahindra and Mahindra Financial Services Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 9.75%, vs industry avg of 13.3%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 9.57% to 8.16%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 17.31%, vs industry avg of 18.24%",10477.78,2916.30,1827.31,2840.77,12042.36,1748.90,1075.15,1602.03,12438.58,1084.65,773.21,934.14,11466.10,1701.41,1136.87,1549.42,16.87,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0
250.0,LTIM,LTIMindtree Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 19.26%, vs industry avg of 9.91%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 1.71% to 2.61%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 18.8%, vs industry avg of 9.03%",9748.10,2185.60,1515.90,2027.80,11207.80,2358.50,1520.10,2002.90,12644.20,2999.50,1936.10,2588.20,16135.40,3525.10,2296.80,3097.40,36.25,1.0,1.0,2.0,2.0,1.0,0.0,1.1666666666666667,0.0
251.0,LAURUSLABS,Laurus Labs Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 20.64%, vs industry avg of 7.66%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 1% to 1.66%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 34.18%, vs industry avg of 4.09%",2308.07,372.14,93.77,119.76,2837.64,570.47,255.27,293.61,4837.17,1574.34,983.58,1301.11,4950.87,1437.73,827.52,1083.85,23.12,1.0,1.0,2.0,2.0,1.0,0.0,1.1666666666666667,0.0
252.0,LAXMIMACH,Lakshmi Machine Works Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, High Strong financials and growth story over the years, High Showing good signs of profitability & efficiency,BadThe stock is overpriced and in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 4.59%, vs industry avg of 9.13%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 4.74% to 3.72%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -0.58%, vs industry avg of 17.99%",2814.20,339.12,185.39,282.60,1668.50,103.05,27.77,47.18,1806.11,127.05,44.61,71.34,3239.29,298.13,181.05,238.32,33.84,0.0,2.0,2.0,2.0,1.0,0.0,1.1666666666666667,0.0
