sNo,Company Name,Full Company Name,sc Performance,sc Valuation,sc Growth,sc Profitability,sc Entry Point,sc Red Flags,Income Statements,2019 Total Revenue,2019 EBITDA,2019 Net Income,2019 PBT,2020 Total Revenue,2020 EBITDA,2020 Net Income,2020 PBT,2021 Total Revenue,2021 EBITDA,2021 Net Income,2021 PBT,2022 Total Revenue,2022 EBITDA,2022 Net Income,2022 PBT,PE Ratio,Entry_point_Sentiment,Growth_Sentiment,Profitability_Sentiment,RedFlag_Sentiment,Performance_Sentiment,Valuation_Sentiment
264,MARICO,Marico Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 12.1%, vs industry avg of 7.56%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 16.98% to 20.88%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 8.93%, vs industry avg of 8.06%","8,044.00","1,428.00","1,114.00","1,257.00","8,181.00","1,564.00","1,021.00","1,374.00","8,956.00","1,696.00","1,172.00","1,523.00","10,647.00","1,779.00","1,225.00","1,601.00",52.90,1,0,2,2,1,0
265,MAHLIFE,Mahindra Lifespace Developers Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of -7.42%, vs industry avg of 1.17%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 1.54% to 0.91%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 8.61%, vs industry avg of 9.43%",726.51,159.53,119.72,143.27,645.92,-180.90,-193.41,-196.24,199.93,-59.83,-71.75,-77.79,595.34,112.30,154.49,99.28,70.70,1,0,2,2,1,0
266,MAXHEALTH,Max Healthcare Institute Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 19.47%, vs industry avg of 12.6%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 5.88% to 7.45%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 107.34%, vs industry avg of 28.13%","1,748.07",212.23,-3.01,8.32,"1,107.11",141.66,58.99,12.78,"2,619.41",284.90,-137.55,-68.65,"4,058.82","1,060.89",605.05,738.90,50.15,1,1,2,2,0,0
267,MASTEK,Mastek Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 31.12%, vs industry avg of 9.91%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 0.15% to 0.36%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 55.55%, vs industry avg of 9.03%","1,076.46",156.87,101.47,133.39,"1,114.72",172.59,108.86,144.08,"1,749.77",392.38,209.35,339.33,"2,219.92",498.59,295.13,448.04,20.50,2,1,2,2,1,0
268,MAHABANK,Bank of Maharashtra Ltd," Avg Price return has been average, nothing exciting", Avg Can be considered moderately valued vs the market, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 2.9%, vs industry avg of 8.25%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 2.37% to 1.79%","12,417.92","-4,521.87","-4,763.24","-4,763.24","13,155.28",609.80,398.85,398.85,"14,517.62",759.58,571.47,571.47,"15,673.96","1,421.77","1,153.43","1,153.43",7.33,1,1,2,2,1,1
269,MAHLOG,Mahindra Logistics Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 8.88%, vs industry avg of 10.37%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 6.74% to 5.68%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -4.07%, vs industry avg of 31.3%","3,858.97",158.87,85.64,133.44,"3,485.12",172.25,55.12,81.19,"3,281.19",148.94,30.00,39.20,"4,095.22",209.85,37.07,45.82,88.83,1,0,2,2,0,0
270,MANAPPURAM,Manappuram Finance Ltd," Avg Price return has been average, nothing exciting", Avg Can be considered moderately valued vs the market, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 12.44%, vs industry avg of 13.3%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 4.53% to 4.36%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 11.94%, vs industry avg of 18.24%","4,242.03","1,531.82",940.46,"1,456.59","5,551.19","2,171.48","1,467.75","2,007.30","6,374.63","2,486.98","1,724.24","2,316.03","6,126.32","1,981.52","1,328.45","1,783.54",6.63,2,0,2,2,1,1
271,MCDOWELL-N,United Spirits Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 1.78%, vs industry avg of 4.22%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 40.45% to 39.66%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 52.61%, vs industry avg of 79.06%","9,413.00","1,463.60",700.20,"1,011.70","9,442.30","1,657.60",658.90,"1,160.30","8,204.20","1,026.70",383.60,540.00,"9,748.40","1,478.40",828.60,"1,086.60",56.85,1,0,2,2,0,0
272,MARUTI,Maruti Suzuki India Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 5.05%, vs industry avg of 1.68%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 16.35% to 19.24%","88,785.80","13,720.50","7,649.10","10,623.80","79,112.80","10,765.40","5,676.00","7,102.80","73,477.30","8,456.90","4,389.10","5,321.00","90,236.40","7,612.80","3,879.50","4,697.20",35.41,1,0,2,2,0,0
273,METROPOLIS,Metropolis Healthcare Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 17.22%, vs industry avg of 12.6%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 2.01% to 2.31%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 16.07%, vs industry avg of 28.13%",769.39,210.73,120.14,186.54,864.98,220.66,127.33,168.74,"1,010.04",301.84,183.12,244.34,"1,261.96",381.60,214.20,293.36,45.86,1,0,2,2,0,0
274,MMTC,MMTC Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of -0.22%, vs industry avg of 10.25%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 14.63% to 8.98%","29,489.08",219.25,108.72,145.88,"26,344.85",-140.27,-291.75,-290.84,"30,021.59",-903.97,-789.28,"-1,112.35","11,848.88",331.11,-262.38,101.08,3.08,1,0,2,2,0,0
275,MOTHERSON,Samvardhana Motherson International Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 8.51%, vs industry avg of 7.63%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 25.11% to 27.26%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -10.88%, vs industry avg of -1.9%","63,856.20","5,681.70","1,613.10","3,200.30","61,371.30","5,296.40","1,170.10","1,982.60","58,010.80","4,937.50","1,039.20","1,500.00","64,411.90","5,289.20",873.80,"1,788.40",37.04,1,0,2,2,0,0
276,MRPL,Mangalore Refinery and Petrochemicals Ltd, Low Hasn't faired well - amongst the low performers, Low Undervalued compared to the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 8.81%, vs industry avg of 13.26%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 4% to 3.28%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -3.16%, vs industry avg of 8.9%","63,600.40","2,760.45",340.05,651.37,"50,313.58","-3,067.17","-3,354.65","-5,403.63","32,055.89",797.21,-764.96,-918.92,"69,832.82","5,011.13","2,958.27","2,711.33",4.26,2,0,2,2,0,2
277,MFSL,Max Financial Services Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 15.39%, vs industry avg of 16.26%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 7.55% to 2.7%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -8.51%, vs industry avg of -0.88%","19,513.26",482.57,262.54,480.82,"18,241.76",453.85,144.99,442.48,"31,288.02",598.21,425.38,592.89,"31,187.59",393.67,253.39,388.67,62.30,1,1,2,2,1,0
278,MHRIL,Mahindra Holidays and Resorts India Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of -1.03%, vs industry avg of -6.71%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 15.62% to 21.48%","2,295.74",239.51,60.42,98.04,"2,431.17",433.59,-132.05,101.34,"1,847.29",357.18,-13.08,2.47,"2,178.87",486.01,67.51,110.57,50.71,1,0,2,2,1,0
279,MOTILALOFS,Motilal Oswal Financial Services Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 17.56%, vs industry avg of 8.8%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 2.54% to 3.69%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 29.48%, vs industry avg of -17.94%","2,461.74",401.85,293.97,377.90,"2,365.41",324.90,183.37,285.19,"3,634.12","1,505.94","1,260.44","1,458.42","4,319.83","1,664.07","1,309.78","1,615.81",10.62,2,1,2,2,0,0
280,MPHASIS,Mphasis Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 13.92%, vs industry avg of 9.91%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 1.62% to 1.96%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 12.57%, vs industry avg of 9.03%","7,907.69","1,500.54","1,073.35","1,407.33","9,021.36","1,828.21","1,184.84","1,515.39","9,855.26","1,935.81","1,216.80","1,630.60","12,121.89","2,278.05","1,430.88","1,912.90",21.33,1,0,2,2,0,0
281,MRF,MRF Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 7.39%, vs industry avg of 8.65%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 25.64% to 24.26%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -14.75%, vs industry avg of -5.59%","16,484.19","2,733.18","1,130.60","1,652.18","16,574.74","2,717.40","1,422.56","1,434.25","16,373.13","3,159.25","1,277.06","1,736.84","19,633.71","2,375.78",669.23,907.93,54.27,1,0,2,2,1,0
282,UNOMINDA,UNO Minda Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 19.76%, vs industry avg of 7.63%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 1.99% to 3.55%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 16.59%, vs industry avg of -1.9%","5,935.12",752.21,285.62,454.68,"6,262.52",677.83,155.18,243.59,"6,422.50",773.75,206.63,324.80,"8,375.94",948.33,355.80,494.26,49.96,1,1,2,2,1,0
283,MGL,Mahanagar Gas Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 11.81%, vs industry avg of 16.03%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 2.98% to 2.48%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 8.7%, vs industry avg of 27.61%","2,868.78",963.16,546.38,836.91,"3,071.08","1,151.79",793.50,983.53,"2,233.04","1,014.46",619.57,833.60,"3,645.93","1,010.07",596.96,806.27,12.82,2,0,2,2,1,0
284,NHPC,NHPC Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of -1.28%, vs industry avg of 4.03%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 51.76% to 39.33%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 3.07%, vs industry avg of 9.69%","10,760.19","6,713.52","2,595.61","4,159.41","10,942.11","5,756.66","2,884.92","3,265.51","10,947.35","6,363.74","3,271.78","4,494.74","10,213.67","4,993.88","3,523.57","3,217.35",11.49,2,0,2,2,1,0
285,NBCC,NBCC (India) Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 0.87%, vs industry avg of 5.76%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 2.84% to 2.38%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -8.76%, vs industry avg of -1.74%","10,149.98",576.32,375.16,568.90,"8,293.85",312.04,78.23,297.12,"7,133.70",312.96,225.66,292.26,"7,911.44",328.48,224.33,314.75,28.05,2,0,2,2,1,0
286,NH,Narayana Hrudayalaya Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 14.63%, vs industry avg of 12.6%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 6.66% to 6.85%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 32.71%, vs industry avg of 28.13%","2,877.59",311.56,59.17,93.40,"3,151.57",440.94,118.91,161.30,"2,610.53",209.82,-14.29,-56.06,"3,735.88",689.36,341.94,429.79,31.05,1,1,2,2,1,0
287,NAVINFLUOR,Navin Fluorine International Ltd, High The creamy layer - amongst the top performing stocks, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 13.36%, vs industry avg of 8.74%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 1.7% to 1.8%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 14.01%, vs industry avg of 15.42%","1,030.34",252.76,149.10,224.42,"1,094.88",296.81,408.59,257.81,"1,273.94",403.84,257.52,357.83,"1,492.58",394.03,263.07,344.23,58.91,1,0,2,2,2,0
288,NATIONALUM,National Aluminium Co Ltd, High The creamy layer - amongst the top performing stocks, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 12.73%, vs industry avg of 13.98%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 7.14% to 6.75%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 34.61%, vs industry avg of 45.1%","11,826.48","3,219.69","1,733.69","2,741.21","8,744.42",759.81,136.23,224.24,"9,102.39","1,929.30","1,299.41","1,316.40","14,478.23","4,814.02","2,951.41","3,954.31",10.79,1,0,2,2,2,0
289,NATCOPHARM,Natco Pharma Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 0.1%, vs industry avg of 7.66%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 1.05% to 0.68%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -18.95%, vs industry avg of 4.09%","2,224.70",925.00,644.40,824.70,"2,022.40",690.00,460.80,568.70,"2,155.70",709.80,440.90,579.60,"2,043.80",362.50,170.00,202.20,15.62,2,0,2,2,0,0
290,MUTHOOTFIN,Muthoot Finance Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 15.56%, vs industry avg of 13.3%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 7.89% to 8.71%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 27.34%, vs industry avg of 18.24%","7,601.05","3,311.23","2,078.02","3,259.54","9,707.27","4,319.63","3,138.24","4,260.39","11,570.19","5,198.83","3,804.39","5,131.47","12,237.46","5,480.18","4,016.61","5,410.18",12.41,2,0,2,2,1,0
291,NAM-INDIA,Nippon Life India Asset Management Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 1.35%, vs industry avg of 4.97%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 11.41% to 9.07%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 13.11%, vs industry avg of 16.42%","1,649.92",710.31,486.09,700.24,"1,193.21",593.06,415.25,559.81,"1,419.34",910.29,680.33,877.02,"1,535.63","1,015.89",744.16,988.67,21.10,2,0,2,2,0,0
292,NCC,NCC Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 4.38%, vs industry avg of 5.76%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 3.45% to 3.44%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 72.38%, vs industry avg of -1.74%","13,019.97","1,608.82",578.69,894.34,"9,014.05","1,139.98",336.53,386.91,"8,066.62","1,023.68",268.31,362.52,"11,413.65","1,299.49",482.41,634.68,12.42,2,1,2,2,1,0
